url,landmark_id,filename,label,one_hot
  (2452, 1)	1.0
  (2453, 3)	1.0
  (2454, 3)	1.0
  (2455, 3)	1.0
  (2456, 2)	1.0
  (2457, 2)	1.0
  (2458, 1)	1.0
  (2459, 0)	1.0
  (2460, 4)	1.0
  (2461, 1)	1.0
  (2462, 0)	1.0
  (2463, 3)	1.0
  (2464, 4)	1.0
  (2465, 2)	1.0
  (2466, 0)	1.0
  (2467, 4)	1.0
  (2468, 2)	1.0"
http://lh5.ggpht.com/-8JDVt995ndQ/UEtFkI3t24I/AAAAAAAAF5M/RG8lG2sjxB4/s1600/,9779,data/images/train-subset/b71482512fb35ebc.jpg,4,"  (0, 4)	1.0
  (1, 1)	1.0
  (2, 0)	1.0
  (3, 4)	1.0
  (4, 2)	1.0
  (5, 0)	1.0
  (6, 4)	1.0
  (7, 2)	1.0
  (8, 0)	1.0
  (9, 3)	1.0
  (10, 0)	1.0
  (11, 3)	1.0
  (12, 0)	1.0
  (13, 0)	1.0
  (14, 3)	1.0
  (15, 3)	1.0
  (16, 4)	1.0
  (17, 4)	1.0
  (18, 1)	1.0
  (19, 0)	1.0
  (20, 4)	1.0
  (21, 4)	1.0
  (22, 1)	1.0
  (23, 4)	1.0
  (24, 0)	1.0
  :	:
  (2444, 2)	1.0
  (2445, 4)	1.0
  (2446, 0)	1.0
  (2447, 0)	1.0
  (2448, 4)	1.0
  (2449, 1)	1.0
  (2450, 2)	1.0
  (2451, 2)	1.0
  (2452, 1)	1.0
  (2453, 3)	1.0
  (2454, 3)	1.0
  (2455, 3)	1.0
  (2456, 2)	1.0
  (2457, 2)	1.0
  (2458, 1)	1.0
  (2459, 0)	1.0
  (2460, 4)	1.0
  (2461, 1)	1.0
  (2462, 0)	1.0
  (2463, 3)	1.0
  (2464, 4)	1.0
  (2465, 2)	1.0
  (2466, 0)	1.0
  (2467, 4)	1.0
  (2468, 2)	1.0"
http://lh3.ggpht.com/-sbx72QueShg/SOJxoiXqOXI/AAAAAAAAFbo/hTB3Gsklh08/s1600/,6599,data/images/train-subset/bb4a1aed895f7f09.jpg,2,"  (0, 4)	1.0
  (1, 1)	1.0
  (2, 0)	1.0
  (3, 4)	1.0
  (4, 2)	1.0
  (5, 0)	1.0
  (6, 4)	1.0
  (7, 2)	1.0
  (8, 0)	1.0
  (9, 3)	1.0
  (10, 0)	1.0
  (11, 3)	1.0
  (12, 0)	1.0
  (13, 0)	1.0
  (14, 3)	1.0
  (15, 3)	1.0
  (16, 4)	1.0
  (17, 4)	1.0
  (18, 1)	1.0
  (19, 0)	1.0
  (20, 4)	1.0
  (21, 4)	1.0
  (22, 1)	1.0
  (23, 4)	1.0
  (24, 0)	1.0
  :	:
  (2444, 2)	1.0
  (2445, 4)	1.0
  (2446, 0)	1.0
  (2447, 0)	1.0
  (2448, 4)	1.0
  (2449, 1)	1.0
  (2450, 2)	1.0
  (2451, 2)	1.0
  (2452, 1)	1.0
  (2453, 3)	1.0
  (2454, 3)	1.0
  (2455, 3)	1.0
  (2456, 2)	1.0
  (2457, 2)	1.0
  (2458, 1)	1.0
  (2459, 0)	1.0
  (2460, 4)	1.0
  (2461, 1)	1.0
  (2462, 0)	1.0
  (2463, 3)	1.0
  (2464, 4)	1.0
  (2465, 2)	1.0
  (2466, 0)	1.0
  (2467, 4)	1.0
  (2468, 2)	1.0"
http://lh6.ggpht.com/-Kwn8kirhVrw/SJs6TrmcohI/AAAAAAAABZo/UzAGaFQmZyY/s1600/,2061,data/images/train-subset/7a2790597dd6ac43.jpg,0,"  (0, 4)	1.0
  (1, 1)	1.0
  (2, 0)	1.0
  (3, 4)	1.0
  (4, 2)	1.0
  (5, 0)	1.0
  (6, 4)	1.0
  (7, 2)	1.0
  (8, 0)	1.0
  (9, 3)	1.0
  (10, 0)	1.0
  (11, 3)	1.0
  (12, 0)	1.0
  (13, 0)	1.0
  (14, 3)	1.0
  (15, 3)	1.0
  (16, 4)	1.0
  (17, 4)	1.0
  (18, 1)	1.0
  (19, 0)	1.0
  (20, 4)	1.0
  (21, 4)	1.0
  (22, 1)	1.0
  (23, 4)	1.0
  (24, 0)	1.0
  :	:
  (2444, 2)	1.0
  (2445, 4)	1.0
  (2446, 0)	1.0
  (2447, 0)	1.0
  (2448, 4)	1.0
  (2449, 1)	1.0
  (2450, 2)	1.0
  (2451, 2)	1.0
  (2452, 1)	1.0
  (2453, 3)	1.0
  (2454, 3)	1.0
  (2455, 3)	1.0
  (2456, 2)	1.0
  (2457, 2)	1.0
  (2458, 1)	1.0
  (2459, 0)	1.0
  (2460, 4)	1.0
  (2461, 1)	1.0
  (2462, 0)	1.0
  (2463, 3)	1.0
  (2464, 4)	1.0
  (2465, 2)	1.0
  (2466, 0)	1.0
  (2467, 4)	1.0
  (2468, 2)	1.0"
https://lh5.googleusercontent.com/-QX-eobE2sUI/UJROiOkovmI/AAAAAAAAf5I/uI_bWNUjUjI/s1600/,9779,data/images/train-subset/1b2c5311be4a3557.jpg,4,"  (0, 4)	1.0
  (1, 1)	1.0
  (2, 0)	1.0
  (3, 4)	1.0
  (4, 2)	1.0
  (5, 0)	1.0
  (6, 4)	1.0
  (7, 2)	1.0
  (8, 0)	1.0
  (9, 3)	1.0
  (10, 0)	1.0
  (11, 3)	1.0
  (12, 0)	1.0
  (13, 0)	1.0
  (14, 3)	1.0
  (15, 3)	1.0
  (16, 4)	1.0
  (17, 4)	1.0
  (18, 1)	1.0
  (19, 0)	1.0
  (20, 4)	1.0
  (21, 4)	1.0
  (22, 1)	1.0
  (23, 4)	1.0
  (24, 0)	1.0
  :	:
  (2444, 2)	1.0
  (2445, 4)	1.0
  (2446, 0)	1.0
  (2447, 0)	1.0
  (2448, 4)	1.0
  (2449, 1)	1.0
  (2450, 2)	1.0
  (2451, 2)	1.0
  (2452, 1)	1.0
  (2453, 3)	1.0
  (2454, 3)	1.0
  (2455, 3)	1.0
  (2456, 2)	1.0
  (2457, 2)	1.0
  (2458, 1)	1.0
  (2459, 0)	1.0
  (2460, 4)	1.0
  (2461, 1)	1.0
  (2462, 0)	1.0
  (2463, 3)	1.0
  (2464, 4)	1.0
  (2465, 2)	1.0
  (2466, 0)	1.0
  (2467, 4)	1.0
  (2468, 2)	1.0"
https://lh4.googleusercontent.com/-MUEYU2eaiBM/TLd-TOZQPwI/AAAAAAAABBw/QiTOi7bLEr0/s1600/,6599,data/images/train-subset/9fef4c64579d2750.jpg,2,"  (0, 4)	1.0
  (1, 1)	1.0
  (2, 0)	1.0
  (3, 4)	1.0
  (4, 2)	1.0
  (5, 0)	1.0
  (6, 4)	1.0
  (7, 2)	1.0
  (8, 0)	1.0
  (9, 3)	1.0
  (10, 0)	1.0
  (11, 3)	1.0
  (12, 0)	1.0
  (13, 0)	1.0
  (14, 3)	1.0
  (15, 3)	1.0
  (16, 4)	1.0
  (17, 4)	1.0
  (18, 1)	1.0
  (19, 0)	1.0
  (20, 4)	1.0
  (21, 4)	1.0
  (22, 1)	1.0
  (23, 4)	1.0
  (24, 0)	1.0
  :	:
  (2444, 2)	1.0
  (2445, 4)	1.0
  (2446, 0)	1.0
  (2447, 0)	1.0
  (2448, 4)	1.0
  (2449, 1)	1.0
  (2450, 2)	1.0
  (2451, 2)	1.0
  (2452, 1)	1.0
  (2453, 3)	1.0
  (2454, 3)	1.0
  (2455, 3)	1.0
  (2456, 2)	1.0
  (2457, 2)	1.0
  (2458, 1)	1.0
  (2459, 0)	1.0
  (2460, 4)	1.0
  (2461, 1)	1.0
  (2462, 0)	1.0
  (2463, 3)	1.0
  (2464, 4)	1.0
  (2465, 2)	1.0
  (2466, 0)	1.0
  (2467, 4)	1.0
  (2468, 2)	1.0"
https://lh3.googleusercontent.com/-aPQ0NI8E4lg/Tef53lYpK7I/AAAAAAAAUqg/BWWI05TXg4s/rj/,2061,data/images/train-subset/5f4a5c5400513a8c.jpg,0,"  (0, 4)	1.0
  (1, 1)	1.0
  (2, 0)	1.0
  (3, 4)	1.0
  (4, 2)	1.0
  (5, 0)	1.0
  (6, 4)	1.0
  (7, 2)	1.0
  (8, 0)	1.0
  (9, 3)	1.0
  (10, 0)	1.0
  (11, 3)	1.0
  (12, 0)	1.0
  (13, 0)	1.0
  (14, 3)	1.0
  (15, 3)	1.0
  (16, 4)	1.0
  (17, 4)	1.0
  (18, 1)	1.0
  (19, 0)	1.0
  (20, 4)	1.0
  (21, 4)	1.0
  (22, 1)	1.0
  (23, 4)	1.0
  (24, 0)	1.0
  :	:
  (2444, 2)	1.0
  (2445, 4)	1.0
  (2446, 0)	1.0
  (2447, 0)	1.0
  (2448, 4)	1.0
  (2449, 1)	1.0
  (2450, 2)	1.0
  (2451, 2)	1.0
  (2452, 1)	1.0
  (2453, 3)	1.0
  (2454, 3)	1.0
  (2455, 3)	1.0
  (2456, 2)	1.0
  (2457, 2)	1.0
  (2458, 1)	1.0
  (2459, 0)	1.0
  (2460, 4)	1.0
  (2461, 1)	1.0
  (2462, 0)	1.0
  (2463, 3)	1.0
  (2464, 4)	1.0
  (2465, 2)	1.0
  (2466, 0)	1.0
  (2467, 4)	1.0
  (2468, 2)	1.0"
https://lh5.googleusercontent.com/-y7zUmzA6LfQ/TyR0ruGGlEI/AAAAAAAAAlU/HAt8bDtXDE0/s1600/,9633,data/images/train-subset/e6709a5263fe25ec.jpg,3,"  (0, 4)	1.0
  (1, 1)	1.0
  (2, 0)	1.0
  (3, 4)	1.0
  (4, 2)	1.0
  (5, 0)	1.0
  (6, 4)	1.0
  (7, 2)	1.0
  (8, 0)	1.0
  (9, 3)	1.0
  (10, 0)	1.0
  (11, 3)	1.0
  (12, 0)	1.0
  (13, 0)	1.0
  (14, 3)	1.0
  (15, 3)	1.0
  (16, 4)	1.0
  (17, 4)	1.0
  (18, 1)	1.0
  (19, 0)	1.0
  (20, 4)	1.0
  (21, 4)	1.0
  (22, 1)	1.0
  (23, 4)	1.0
  (24, 0)	1.0
  :	:
  (2444, 2)	1.0
  (2445, 4)	1.0
  (2446, 0)	1.0
  (2447, 0)	1.0
  (2448, 4)	1.0
  (2449, 1)	1.0
  (2450, 2)	1.0
  (2451, 2)	1.0
  (2452, 1)	1.0
  (2453, 3)	1.0
  (2454, 3)	1.0
  (2455, 3)	1.0
  (2456, 2)	1.0
  (2457, 2)	1.0
  (2458, 1)	1.0
  (2459, 0)	1.0
  (2460, 4)	1.0
  (2461, 1)	1.0
  (2462, 0)	1.0
  (2463, 3)	1.0
  (2464, 4)	1.0
  (2465, 2)	1.0
  (2466, 0)	1.0
  (2467, 4)	1.0
  (2468, 2)	1.0"
https://lh4.googleusercontent.com/-imeUbFIdKaw/SCIFa9qinKI/AAAAAAAAAkc/7ajlZwq5o30/s1600/,2061,data/images/train-subset/18ef913c877fd9f7.jpg,0,"  (0, 4)	1.0
  (1, 1)	1.0
  (2, 0)	1.0
  (3, 4)	1.0
  (4, 2)	1.0
  (5, 0)	1.0
  (6, 4)	1.0
  (7, 2)	1.0
  (8, 0)	1.0
  (9, 3)	1.0
  (10, 0)	1.0
  (11, 3)	1.0
  (12, 0)	1.0
  (13, 0)	1.0
  (14, 3)	1.0
  (15, 3)	1.0
  (16, 4)	1.0
  (17, 4)	1.0
  (18, 1)	1.0
  (19, 0)	1.0
  (20, 4)	1.0
  (21, 4)	1.0
  (22, 1)	1.0
  (23, 4)	1.0
  (24, 0)	1.0
  :	:
  (2444, 2)	1.0
  (2445, 4)	1.0
  (2446, 0)	1.0
  (2447, 0)	1.0
  (2448, 4)	1.0
  (2449, 1)	1.0
  (2450, 2)	1.0
  (2451, 2)	1.0
  (2452, 1)	1.0
  (2453, 3)	1.0
  (2454, 3)	1.0
  (2455, 3)	1.0
  (2456, 2)	1.0
  (2457, 2)	1.0
  (2458, 1)	1.0
  (2459, 0)	1.0
  (2460, 4)	1.0
  (2461, 1)	1.0
  (2462, 0)	1.0
  (2463, 3)	1.0
  (2464, 4)	1.0
  (2465, 2)	1.0
  (2466, 0)	1.0
  (2467, 4)	1.0
  (2468, 2)	1.0"
https://lh4.googleusercontent.com/-JHInOi1sE3g/TPIgqiZ3iaI/AAAAAAAADNI/Agi_NyCM3sg/s1600/,9633,data/images/train-subset/eaf90c4b2944ed0e.jpg,3,"  (0, 4)	1.0
  (1, 1)	1.0
  (2, 0)	1.0
  (3, 4)	1.0
  (4, 2)	1.0
  (5, 0)	1.0
  (6, 4)	1.0
  (7, 2)	1.0
  (8, 0)	1.0
  (9, 3)	1.0
  (10, 0)	1.0
  (11, 3)	1.0
  (12, 0)	1.0
  (13, 0)	1.0
  (14, 3)	1.0
  (15, 3)	1.0
  (16, 4)	1.0
  (17, 4)	1.0
  (18, 1)	1.0
  (19, 0)	1.0
  (20, 4)	1.0
  (21, 4)	1.0
  (22, 1)	1.0
  (23, 4)	1.0
  (24, 0)	1.0
  :	:
  (2444, 2)	1.0
  (2445, 4)	1.0
  (2446, 0)	1.0
  (2447, 0)	1.0
  (2448, 4)	1.0
  (2449, 1)	1.0
  (2450, 2)	1.0
  (2451, 2)	1.0
  (2452, 1)	1.0
  (2453, 3)	1.0
  (2454, 3)	1.0
  (2455, 3)	1.0
  (2456, 2)	1.0
  (2457, 2)	1.0
  (2458, 1)	1.0
  (2459, 0)	1.0
  (2460, 4)	1.0
  (2461, 1)	1.0
  (2462, 0)	1.0
  (2463, 3)	1.0
  (2464, 4)	1.0
  (2465, 2)	1.0
  (2466, 0)	1.0
  (2467, 4)	1.0
  (2468, 2)	1.0"
http://lh5.ggpht.com/-gtBwBhoLATU/SJFK0FCP43I/AAAAAAAAK-I/RuC0lHPIvTQ/s1600/,2061,data/images/train-subset/789989a27f234762.jpg,0,"  (0, 4)	1.0
  (1, 1)	1.0
  (2, 0)	1.0
  (3, 4)	1.0
  (4, 2)	1.0
  (5, 0)	1.0
  (6, 4)	1.0
  (7, 2)	1.0
  (8, 0)	1.0
  (9, 3)	1.0
  (10, 0)	1.0
  (11, 3)	1.0
  (12, 0)	1.0
  (13, 0)	1.0
  (14, 3)	1.0
  (15, 3)	1.0
  (16, 4)	1.0
  (17, 4)	1.0
  (18, 1)	1.0
  (19, 0)	1.0
  (20, 4)	1.0
  (21, 4)	1.0
  (22, 1)	1.0
  (23, 4)	1.0
  (24, 0)	1.0
  :	:
  (2444, 2)	1.0
  (2445, 4)	1.0
  (2446, 0)	1.0
  (2447, 0)	1.0
  (2448, 4)	1.0
  (2449, 1)	1.0
  (2450, 2)	1.0
  (2451, 2)	1.0
  (2452, 1)	1.0
  (2453, 3)	1.0
  (2454, 3)	1.0
  (2455, 3)	1.0
  (2456, 2)	1.0
  (2457, 2)	1.0
  (2458, 1)	1.0
  (2459, 0)	1.0
  (2460, 4)	1.0
  (2461, 1)	1.0
  (2462, 0)	1.0
  (2463, 3)	1.0
  (2464, 4)	1.0
  (2465, 2)	1.0
  (2466, 0)	1.0
  (2467, 4)	1.0
  (2468, 2)	1.0"
https://lh4.googleusercontent.com/-i3IaCquU7vQ/T3R4XJjHMjI/AAAAAAAAFVY/Ad1i-zL0sbY/s1600/,2061,data/images/train-subset/c1b6023a2c41703f.jpg,0,"  (0, 4)	1.0
  (1, 1)	1.0
  (2, 0)	1.0
  (3, 4)	1.0
  (4, 2)	1.0
  (5, 0)	1.0
  (6, 4)	1.0
  (7, 2)	1.0
  (8, 0)	1.0
  (9, 3)	1.0
  (10, 0)	1.0
  (11, 3)	1.0
  (12, 0)	1.0
  (13, 0)	1.0
  (14, 3)	1.0
  (15, 3)	1.0
  (16, 4)	1.0
  (17, 4)	1.0
  (18, 1)	1.0
  (19, 0)	1.0
  (20, 4)	1.0
  (21, 4)	1.0
  (22, 1)	1.0
  (23, 4)	1.0
  (24, 0)	1.0
  :	:
  (2444, 2)	1.0
  (2445, 4)	1.0
  (2446, 0)	1.0
  (2447, 0)	1.0
  (2448, 4)	1.0
  (2449, 1)	1.0
  (2450, 2)	1.0
  (2451, 2)	1.0
  (2452, 1)	1.0
  (2453, 3)	1.0
  (2454, 3)	1.0
  (2455, 3)	1.0
  (2456, 2)	1.0
  (2457, 2)	1.0
  (2458, 1)	1.0
  (2459, 0)	1.0
  (2460, 4)	1.0
  (2461, 1)	1.0
  (2462, 0)	1.0
  (2463, 3)	1.0
  (2464, 4)	1.0
  (2465, 2)	1.0
  (2466, 0)	1.0
  (2467, 4)	1.0
  (2468, 2)	1.0"
https://lh3.googleusercontent.com/-vTRR5Uc_6aY/TSWtV3jywZI/AAAAAAAAGpI/END_Yo5D2sQ/s1600/,9633,data/images/train-subset/39636cd995dd2682.jpg,3,"  (0, 4)	1.0
  (1, 1)	1.0
  (2, 0)	1.0
  (3, 4)	1.0
  (4, 2)	1.0
  (5, 0)	1.0
  (6, 4)	1.0
  (7, 2)	1.0
  (8, 0)	1.0
  (9, 3)	1.0
  (10, 0)	1.0
  (11, 3)	1.0
  (12, 0)	1.0
  (13, 0)	1.0
  (14, 3)	1.0
  (15, 3)	1.0
  (16, 4)	1.0
  (17, 4)	1.0
  (18, 1)	1.0
  (19, 0)	1.0
  (20, 4)	1.0
  (21, 4)	1.0
  (22, 1)	1.0
  (23, 4)	1.0
  (24, 0)	1.0
  :	:
  (2444, 2)	1.0
  (2445, 4)	1.0
  (2446, 0)	1.0
  (2447, 0)	1.0
  (2448, 4)	1.0
  (2449, 1)	1.0
  (2450, 2)	1.0
  (2451, 2)	1.0
  (2452, 1)	1.0
  (2453, 3)	1.0
  (2454, 3)	1.0
  (2455, 3)	1.0
  (2456, 2)	1.0
  (2457, 2)	1.0
  (2458, 1)	1.0
  (2459, 0)	1.0
  (2460, 4)	1.0
  (2461, 1)	1.0
  (2462, 0)	1.0
  (2463, 3)	1.0
  (2464, 4)	1.0
  (2465, 2)	1.0
  (2466, 0)	1.0
  (2467, 4)	1.0
  (2468, 2)	1.0"
http://lh3.ggpht.com/-jhziKNVCSwY/SEIqMv9KrPI/AAAAAAAABKg/ATVKpTIRZqg/s1600/,9633,data/images/train-subset/009d33e26eb9bb53.jpg,3,"  (0, 4)	1.0
  (1, 1)	1.0
  (2, 0)	1.0
  (3, 4)	1.0
  (4, 2)	1.0
  (5, 0)	1.0
  (6, 4)	1.0
  (7, 2)	1.0
  (8, 0)	1.0
  (9, 3)	1.0
  (10, 0)	1.0
  (11, 3)	1.0
  (12, 0)	1.0
  (13, 0)	1.0
  (14, 3)	1.0
  (15, 3)	1.0
  (16, 4)	1.0
  (17, 4)	1.0
  (18, 1)	1.0
  (19, 0)	1.0
  (20, 4)	1.0
  (21, 4)	1.0
  (22, 1)	1.0
  (23, 4)	1.0
  (24, 0)	1.0
  :	:
  (2444, 2)	1.0
  (2445, 4)	1.0
  (2446, 0)	1.0
  (2447, 0)	1.0
  (2448, 4)	1.0
  (2449, 1)	1.0
  (2450, 2)	1.0
  (2451, 2)	1.0
  (2452, 1)	1.0
  (2453, 3)	1.0
  (2454, 3)	1.0
  (2455, 3)	1.0
  (2456, 2)	1.0
  (2457, 2)	1.0
  (2458, 1)	1.0
  (2459, 0)	1.0
  (2460, 4)	1.0
  (2461, 1)	1.0
  (2462, 0)	1.0
  (2463, 3)	1.0
  (2464, 4)	1.0
  (2465, 2)	1.0
  (2466, 0)	1.0
  (2467, 4)	1.0
  (2468, 2)	1.0"
https://lh3.googleusercontent.com/-ICydtlNhDqI/TDov77oJ2lI/AAAAAAAAvJM/3bLF-NYYyfM/s1600/,9779,data/images/train-subset/a90f254be7b41100.jpg,4,"  (0, 4)	1.0
  (1, 1)	1.0
  (2, 0)	1.0
  (3, 4)	1.0
  (4, 2)	1.0
  (5, 0)	1.0
  (6, 4)	1.0
  (7, 2)	1.0
  (8, 0)	1.0
  (9, 3)	1.0
  (10, 0)	1.0
  (11, 3)	1.0
  (12, 0)	1.0
  (13, 0)	1.0
  (14, 3)	1.0
  (15, 3)	1.0
  (16, 4)	1.0
  (17, 4)	1.0
  (18, 1)	1.0
  (19, 0)	1.0
  (20, 4)	1.0
  (21, 4)	1.0
  (22, 1)	1.0
  (23, 4)	1.0
  (24, 0)	1.0
  :	:
  (2444, 2)	1.0
  (2445, 4)	1.0
  (2446, 0)	1.0
  (2447, 0)	1.0
  (2448, 4)	1.0
  (2449, 1)	1.0
  (2450, 2)	1.0
  (2451, 2)	1.0
  (2452, 1)	1.0
  (2453, 3)	1.0
  (2454, 3)	1.0
  (2455, 3)	1.0
  (2456, 2)	1.0
  (2457, 2)	1.0
  (2458, 1)	1.0
  (2459, 0)	1.0
  (2460, 4)	1.0
  (2461, 1)	1.0
  (2462, 0)	1.0
  (2463, 3)	1.0
  (2464, 4)	1.0
  (2465, 2)	1.0
  (2466, 0)	1.0
  (2467, 4)	1.0
  (2468, 2)	1.0"
https://lh4.googleusercontent.com/-EJLd7Wv52Uw/URwFCsVNncI/AAAAAAAAACQ/dWmSDfciOvk/s1600/,9779,data/images/train-subset/9614118012b7f362.jpg,4,"  (0, 4)	1.0
  (1, 1)	1.0
  (2, 0)	1.0
  (3, 4)	1.0
  (4, 2)	1.0
  (5, 0)	1.0
  (6, 4)	1.0
  (7, 2)	1.0
  (8, 0)	1.0
  (9, 3)	1.0
  (10, 0)	1.0
  (11, 3)	1.0
  (12, 0)	1.0
  (13, 0)	1.0
  (14, 3)	1.0
  (15, 3)	1.0
  (16, 4)	1.0
  (17, 4)	1.0
  (18, 1)	1.0
  (19, 0)	1.0
  (20, 4)	1.0
  (21, 4)	1.0
  (22, 1)	1.0
  (23, 4)	1.0
  (24, 0)	1.0
  :	:
  (2444, 2)	1.0
  (2445, 4)	1.0
  (2446, 0)	1.0
  (2447, 0)	1.0
  (2448, 4)	1.0
  (2449, 1)	1.0
  (2450, 2)	1.0
  (2451, 2)	1.0
  (2452, 1)	1.0
  (2453, 3)	1.0
  (2454, 3)	1.0
  (2455, 3)	1.0
  (2456, 2)	1.0
  (2457, 2)	1.0
  (2458, 1)	1.0
  (2459, 0)	1.0
  (2460, 4)	1.0
  (2461, 1)	1.0
  (2462, 0)	1.0
  (2463, 3)	1.0
  (2464, 4)	1.0
  (2465, 2)	1.0
  (2466, 0)	1.0
  (2467, 4)	1.0
  (2468, 2)	1.0"
https://lh5.googleusercontent.com/-RIFrtpFbN_I/UbxtSSYD55I/AAAAAAACOaY/YcrpnfNBAkY/s1600/,6051,data/images/train-subset/833fdfe639c8a105.jpg,1,"  (0, 4)	1.0
  (1, 1)	1.0
  (2, 0)	1.0
  (3, 4)	1.0
  (4, 2)	1.0
  (5, 0)	1.0
  (6, 4)	1.0
  (7, 2)	1.0
  (8, 0)	1.0
  (9, 3)	1.0
  (10, 0)	1.0
  (11, 3)	1.0
  (12, 0)	1.0
  (13, 0)	1.0
  (14, 3)	1.0
  (15, 3)	1.0
  (16, 4)	1.0
  (17, 4)	1.0
  (18, 1)	1.0
  (19, 0)	1.0
  (20, 4)	1.0
  (21, 4)	1.0
  (22, 1)	1.0
  (23, 4)	1.0
  (24, 0)	1.0
  :	:
  (2444, 2)	1.0
  (2445, 4)	1.0
  (2446, 0)	1.0
  (2447, 0)	1.0
  (2448, 4)	1.0
  (2449, 1)	1.0
  (2450, 2)	1.0
  (2451, 2)	1.0
  (2452, 1)	1.0
  (2453, 3)	1.0
  (2454, 3)	1.0
  (2455, 3)	1.0
  (2456, 2)	1.0
  (2457, 2)	1.0
  (2458, 1)	1.0
  (2459, 0)	1.0
  (2460, 4)	1.0
  (2461, 1)	1.0
  (2462, 0)	1.0
  (2463, 3)	1.0
  (2464, 4)	1.0
  (2465, 2)	1.0
  (2466, 0)	1.0
  (2467, 4)	1.0
  (2468, 2)	1.0"
http://lh3.ggpht.com/-vzNx2PYwbhE/R5JZm3u14YI/AAAAAAAABro/gpTUvtEtUvU/s1600/,2061,data/images/train-subset/1442d3e7a8ab9645.jpg,0,"  (0, 4)	1.0
  (1, 1)	1.0
